Catalog Number;Collectors;Collector Number;Start Date;Start Date Precision;Pais;Provincia;Distrito ou Municipio;Locality Name;Latitude1;Longitude1;Collection;Determiner;Kingdom;phylum;class;order;family;genus;Full Name;Species Author;subspecies Author;variety Author
LISC035150;F.A.Mendonça;1988;03/09/1944;1;Mozambique;Inhambane;Govuro;Govuro, entre Jofane e Mambone, povoação de Luído Pequeno;-21,5102777;34,5819473;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035151;F.A.Mendonça;3212;01/12/1944;1;Mozambique;Província de Maputo;Magude;Magude, entre Mapulanguène e Macâena;-24,642561;32,103411;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035152;F.A.Mendonça;850;15/10/1942;1;Mozambique;Niassa;Maúa;Marrupa, Maúa, Serra de Mecopo;-13,809999;37,202776;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035153;A.Rocha da Torre ;903;15/10/1936;1;Moçambique;Nampula;Cidade de Nampula;Nampula;-15,1197219;39,2647209;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035154;A.Rocha da Torre;998;08/11/1936;1;Moçambique;Nampula;Angoche;Angoche, Missão da Matalana;-16,185301;39,933054;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035155;F.A.Mendonça;1434A;17/11/1942;1;Mozambique;Zambezia;Nicoadala;Entre Mopeia e Quelimane.;-17,573653;36,652775;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035156;F.A.Mendonça;2514;19/10/1944;1;Mozambique;Manica;Manica;Chimoio, entre Vila Pery e Garuzo;-18,952591;33,264214;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035157; F.A. Mendonça;2514;19/10/1944;1;Mozambique;Manica;Manica;Chimoio, entre Vila Pery e Garuzo;-18,952591;33,264214;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035158;F.A.Mendonça ;2718;02/11/1944;1;Mozambique;Gaza;Chigubo;Alto Limpopo, entre Massangena e Mapai, aldeia indígena de Chêgaméne;-22,0141668;32,8005543;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035159;F.A.Mendonça;2718;02/11/1944;1;Mozambique;Gaza;Chigubo;Alto Limpopo, entre Massangena e Mapai, aldeia indígena de Chêgaméne;-22,0141668;32,8005543;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035160; A.Rocha da Torre;S.N.;25/07/1944;1;Moçambique;Gaza;Mandlakaze;Muchopes, Manjacaze.;-24,7116671;33,8827744;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035161;A.Rocha da Torre;4155;21/05/1942;1;Moçambique;Sofala;Muanza;Cheringoma, próximo da serração de Durundi.;-19,218856;34,713616;Herbário;J.Paiva;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035162;F.A.Mendonça;1232;04/11/1942;1;Mozambique;Nampula;Ribaué;Entre Nampula e Ribáuè, a 67 Km. de Nampula.;-14,972115;38,769274;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035163;F.A.Mendonça;3704;24/01/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, rio Nhamissenguere;-19,045989;33,811736;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035164;J.G.Garcia;140;09/02/1948;1;Mozambique;Manica;Manica;Chimoio, estrada do Báruè;-18,951111;33,268611;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035165;J.G.Garcia;140;09/02/1948;1;Mozambique;Manica;Manica;Chimoio, estrada do Báruè;-18,951111;33,268611;Herbário;J.G.Garcia;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035166;F.A.Mendonça;1248;05/11/1942;1;Mozambique;Nampula;Ribaué;Posto Agrícola de Ribauè;-14,9894443;38,2672195;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035167;F.A.Mendonça;1248;05/11/1942;1;Mozambique;Nampula;Ribaué;Posto Agrícola de Ribauè;-14,9894443;38,2672195;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035168;A.Rocha da Torre;4735;30/10/1942;1;Moçambique;Nampula;Moma;Angoche, entre Moma e Boíla;-16,459311;39,525997;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035169;A.Rocha da Torre;4735;30/10/1942;1;Moçambique;Nampula;Moma;Angoche, entre Moma e Boíla;-16,459311;39,525997;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035170;A.Rocha da Torre;2666;17/05/1941;1;Moçambique;Inhambane;Funhalouro;Entre Mavume e Funhalouro;-23,28901;34,473857;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035171;A.Rocha da Torre;2666;17/05/1941;1;Moçambique;Inhambane;Funhalouro;Entre Mavume e Funhalouro;-23,28901;34,473857;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035172;A.R.Torre;3665;15/10/1941;1;Moçambique;Zambezia;Mopeia;Entre Mopeia e Marral;-17,871436;36,014323;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035173;A.R.Torre;3665;15/10/1941;1;Moçambique;Zambezia;Mopeia;Entre Mopeia e Marral;-17,871436;36,014323;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035174;F.A.Mendonça;2824;14/11/1944;1;Mozambique;Província de Maputo;Boane;Maputo, Tembe, entre o rio Umbelúzi e Porto Henrique;-26,162863;32,368822;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035175;F.A.Mendonça;2824;14/11/1944;1;Mozambique;Província de Maputo;Boane;Maputo, Tembe, entre o rio Umbelúzi e Porto Henrique;-26,162863;32,368822;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035176;F.A.Mendonça;3732;27/01/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, rio Nhamissenguere;-19,045989;33,811736;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035177;F.A.Mendonça;3732;27/01/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, rio Nhamissenguere;-19,045989;33,811736;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035178;F.A.Mendonça;3600;06/01/1948;1;Mozambique;Manica;Manica;Chimoio, Vanduzi;-18,9511127;33,268611;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035179;F.A.Mendonça;3600;06/01/1948;1;Mozambique;Manica;Manica;Chimoio, Vanduzi;-18,9511127;33,268611;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035180;A.R.Torre;3828A;17/11/1941;1;Moçambique;Inhambane;Vilankulo;Entre Mapinhane e Vilanculos;-22,130992;35,220636;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035181;A.R.Torre;3828A;17/11/1941;1;Moçambique;Inhambane;Vilankulo;Entre Mapinhane e Vilanculos;-22,130992;35,220636;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035182;A.R.Torre ;3766;04/11/1941;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery, Amatongas;-19,104444;33,813055;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035183;A.R.Torre;3766;04/11/1941;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery, Amatongas;-19,104444;33,813055;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035184;A.R.Torre;3766;04/11/1941;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery, Amatongas;-19,104444;33,813055;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys brachypetalus;Benth.;;
LISC035185;A.R.Torre;6034;15/10/1943;1;Moçambique;Tete;Tsangano;Angónia, Vila Mouzinho;-14,7666659;34,3833332;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035186;A.R.Torre;6034;15/10/1943;1;Moçambique;Tete;Tsangano;Angónia, Vila Mouzinho;-14,7666659;34,3833332;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035187;A.R.Torre;4235;03/05/1942;1;Moçambique;Sofala;Dondo;A cerca de 30 km da Beira. Região de Savane, Beira.;-19,563057;34,843249;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035188;A.R.Torre;4235;03/05/1942;1;Moçambique;Sofala;Dondo;A cerca de 30 km da Beira. Região de Savane, Beira.;-19,563057;34,843249;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035189;A.R.Torre;2270;09/12/1940;1;Moçambique;Gaza;Bilene-Macia;Entre Macia e Vila João Belo;-24,988275;33,185332;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035190;F.A.Mendonça;143;05/09/1942;1;Mozambique;Manica;Sussundenga;Manica, Muninga, estrada de Mavita;-19,484517;33,288911;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035191;F.A.Mendonça;953;19/10/1942;1;Mozambique;C.Delgado;Mueda;Planalto de Macondes, Mueda;-11,6627784;39,5505543;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035192;F.A.Mendonça;4495;03/07/1948;1;Mozambique;Província de Maputo;Matutuíne;Maputo, Salamanga, floresta de Magala;-26,566399;32,825199;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035193;F.A.Mendonça;3257;04/12/1944;1;Mozambique;Gaza;Chibuto;Chibuto, entre vila Gomes da Costa e Chibuto.;-24,613188;33,591184;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;Artabotrys monteiroae;Oliv.;;
LISC035194;A.R.Torre;6850;17/11/1944;1;Moçambique;Província de Maputo;Boane;Umbeluzi. Estação Experimental de Umbeluzi.;-26,046675;32,360681;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cananga;Cananga odorata;(Lam.) Hook.f. & Thomson;;
LISC035195;A.R.Torre;6850;17/11/1944;1;Moçambique;Província de Maputo;Boane;Umbeluzi. Estação Experimental de Umbeluzi.;-26,046675;32,360681;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cananga;Cananga odorata;(Lam.) Hook.f. & Thomson;;
LISC035196;A.R.Torre ;4561;12/08/1942;1;Moçambique;Zambezia;Morrumbala;De Águas Quentes a Metolola;-17,555668;35,334705;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035197;A.R.Torre ;4561;12/08/1942;1;Moçambique;Zambezia;Morrumbala;De Águas Quentes a Metolola;-17,555668;35,334705;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035198;A.R.Torre;2978;01/07/1941;1;Moçambique;Manica;;Baruè, entre Macossa e Vila Gouveia;-17,700929;33,495305;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035199;A.R.Torre;2978;01/07/1941;1;Moçambique;Manica;;Baruè, entre Macossa e Vila Gouveia;-17,700929;33,495305;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035200;F.A.Mendonça;1216;03/11/1942;1;Mozambique;Nampula;Nampula;Nampula, margens do rio Mutivasi, estrada de Murrupula;-15,134564;39,069194;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035201;F.A.Mendonça;1216;03/11/1942;1;Mozambique;Nampula;Nampula;Nampula, margens do rio Mutivasi, estrada de Murrupula;-15,134564;39,069194;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035202;A.R.Torre;6124;10/11/1943;1;Moçambique;Manica;Machaze;Mossurize, Manchaze;-20,830555;33,373613;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035203;A.R.Torre;6124;10/11/1943;1;Moçambique;Manica;Machaze;Mossurize, Manchaze;-20,830555;33,373613;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035204;F.A.Mendonça;4293;17/05/1948;1;Mozambique;Tete;Mutarara;Tete, ao km 148 do caminho de ferro.;-16,485128;34,473952;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035205;A.R.Torre;4133;11/05/1942;1;Moçambique;Sofala;Cheringoma;Entre Inhamitanga e Inhaminga;-18,31659;35,093271;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035206;A.R.Torre;4133;11/05/1942;1;Moçambique;Sofala;Cheringoma;Entre Inhamitanga e Inhaminga;-18,31659;35,093271;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035207;A.R.Torre;3107;19/07/1941;1;Moçambique;Sofala;Maringué;Chemba, Marínguè;-17,9644432;34,3905544;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035208;A.R.Torre;4306;11/06/1942;1;Moçambique;Manica;Machaze;Mossurize, margens do rio Save, em frente de Massangena;-21,540928;32,961623;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035209;A.R.Torre;5573;22/06/1943;1;Moçambique;Zambezia;Ile;Montes do Ile;-16,024167;37,206111;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035211; F.A. Mendonça;3834;28/02/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, Lamego. Margens do rio Muda.;-19,330595;34,318935;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035212;F.A.Mendonça;3968;16/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, montes Chiluvo;-19,2422228;34,0697231;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035213;F.A.Mendonça ;3995;17/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, montes Chiluvo;-19,2422228;34,0697231;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035214;F.A.Mendonça;4342;21/05/1948;1;Mozambique;Sofala;Cheringoma;Cheringoma, Inhaminga, Ginge;-18,2963896;35,1111126;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035215;J.G.Garcia;97;07/02/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, floresta de Nhumur;-19,0700006;33,8644428;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035216;J.G.Garcia;926;18/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, Lamego;-19,330595;34,318935;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035217; F.A.Mendonça;1984;03/09/1944;1;Mozambique;Inhambane;Mabote;Govuro, Mabote, próximo de Mussengue;-21,8866663;34,1866665;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035218;F.A.Mendonça;1226;04/11/1942;1;Mozambique;Nampula;Nampula;Entre Nampula e Ribauè, a 45 km. de Nampula.;-14,988293;38,925649;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Dielsiothamnus;Dielsiothamnus divaricatus;(Diels) R.E.Fr.;;
LISC035219;F.A.Mendonça;1148;30/10/1942;1;Mozambique;Nampula;Eráti;Entre Nampula e Lumbo;-13,918517;39,826817;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Dielsiothamnus;Dielsiothamnus divaricatus;(Diels) R.E.Fr.;;
LISC035220;A.R.Torre;6286;10/12/1943;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery. Floresta de Amatongas;-19,1686106;33,7602806;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035221;A.R.Torre;6286;10/12/1943;1;Moçambique;Manica;Gondola;Chimoio, Vila Pery. Floresta de Amatongas;-19,1686106;33,7602806;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035222;J.G.Garcia;96;07/02/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, floresta de Nhumur;-19,0700006;33,8644428;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035223;J.G.Garcia;96;07/02/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, floresta de Nhumur;-19,0700006;33,8644428;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035224;F.A.Mendonça;464;27/09/1942;1;Mozambique;Tete;Changara;Entre Chiôco e Tete, a 37 km. de Chiôco, pela estrada.;-16,458039;33,149206;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035225;F.A.Mendonça;4300;17/05/1948;1;Mozambique;Tete;Mutarara;Mutarara, km 148 do C.F. Tete;-16,485128;34,473952;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035226;F.A.Mendonça;3683;23/01/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, rio Nhamouare;-19,045723;33,848471;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035210;A.R.Torre;5679;08/07/1943;1;Moçambique;Zambezia;Alto Molócue;Alto Molócuè;-15,6355553;37,6883335;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Cleistochlamys;Cleistochlamys kirkii;(Benth.) Oliv.;;
LISC035227;J.G.Garcia;760;27/03/1948;1;Mozambique;Manica;Gondola;Chimoio, morro de Tembe;-19,029167;33,432778;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035228;F.A.Mendonça;4344;21/05/1948;1;Mozambique;Sofala;Cheringoma;Cheringoma, Inhaminga, Ginge;-18,2963896;35,1111126;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035229;A.R.Torre;1119;17/12/1936;1;Mozambique;Nampula;Nampula;Meconta, entre Nampula e Meconta;-15,054309;39,551994;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035230;F.A.Mendonça;3971;16/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, montes Chiluvo;-19,2422228;34,0697231;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035231;F.A.Mendonça;4040;23/04/1948;1;Mozambique;Sofala;Nhamatanda;Vila Machado, serração de Muda. Margens do rio mucuzi.;-19,303833;34,029898;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035232;F.A.Mendonça;3653;21/01/1948;1;Mozambique;Manica;Gondola;Chimoio, Gondola, rio Nhamouare;-19,045723;33,848471;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Friesodielsia;Popowia obovata;(Benth.) Engl. & Diels;;
LISC035233;F.A.Mendonça;2519;19/10/1944;1;Mozambique;Manica;Manica;Chimoio, entre Vila Pery e Garuzo.;-18,940141;33,234142;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Hexalobus;Hexalobus monopetalus var. obovatus;(A.Rich.) Engl. & Diels;;Brenan
LISC035234;F.A.Mendonça;2519;19/10/1944;1;Mozambique;Manica;Manica;Chimoio, entre Vila Pery e Garuzo.;-18,940141;33,234142;Herbário;E.J.Mendes;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Hexalobus;Hexalobus monopetalus var. obovatus;(A.Rich.) Engl. & Diels;;Brenan
LISC035235;F.A.Mendonca;338;18/09/1942;1;Mozambique;Manica;Báruè;Báruè, a 50 km de Vila Gouveia, na estrada para Tete;-17,696246;33,248764;Herbário;N.K.B.Robson;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Hexalobus;Hexalobus monopetalus var. obovatus;(A.Rich.) Engl. & Diels;;Brenan
